Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,11/02/2016 12:00:00 AM,Ladavid,JBR,1.75,1.708333333333333,0.945,1,1,1,1,1,0.166666666666667,6.277777777777778,0.208333333333333,0.722222222222222,2,1,1,1,1,1,1,11,0.9375,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4054731,37.79801696,,Regular
,Silver Ave -- Mission Ave to Cambridge,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11901000,04/04/2016 12:00:00 AM,Melanie,JBR,1.053571428571429,1.240079365079365,0.964642857142857,1,0,1,1,1,0,0.462301587301587,0,0.03968253968254,2,1,1,1,1,1,1,50,0.59471916971917,1,0.650915750915751,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,-122.4241987,37.72873555,,Regular
,Silver Ave -- Santa Fe to Quint,,2015-16,,Residential,Residential,Fri 12PM to 5PM,R,10,E,Silver Ave  :  Topeka Ave  -  Thomas Ave,11934000,06/17/2016 12:00:00 AM,Jordan,JBR,1.1,1.25,0.968,0,0,1,1,1,0,0.6,0,0,0,,,,,,,11,0.916666666666667,0.875,0.875,1,1,1,1,1,0,1,1,,,,,,,1,0,0,1,-122.4009524,37.7352614,,Regular
,Kirkham St -- 44th Ave to Great Hwy,,2015-16,,Residential,Residential,"Fri 2nd, 4th 12PM to 2PM",R,4,F,Kirkham St  :  44th Ave  -  45th Ave,7884000,09/11/2015 12:00:00 AM,Melanie,JBR,1,1.2,0.976,0,0,1,1,1,0.1,2.6,0,1.6,0,,,,,,,13,0.6,0.8,0.8,1,1,1,1,0,0,1,0,,,,,,,0,0,0,1,-122.5036525,37.75865333,,Regular
102,Fillmore H: along Post,#102 Fillmore H: along Post,2015-16,,Commercial,Commercial,Tue 12PM to 5PM,L,5,C,Post St  :  Buchanan St  -  Webster St,10645000,01/19/2016 12:00:00 AM,Melanie,JBR,1.320833333333333,1.3875,0.96475,1,0,0,1,1,0,5.791666666666667,0.1,0.083333333333333,4,1,1,1,1,1,1,52,0.73974358974359,1,0.855555555555556,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,-122.4297826,37.78556385,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2016-17,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,09/07/2016 12:00:00 AM,Jordan,JBR,1,1,0.966071428571428,1,0,1,1,1,0.028571428571429,2.35,0,0.414285714285714,3,1,1,1,1,1,1,80,0.926372549019608,0.993333333333333,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3888513,37.76432184,,Regular
101,"Fillmore G: Golden Gate, Steiner - Laguna","#101 Fillmore G: Golden Gate, Steiner - Laguna",2016-17,,Commercial,Residential,Mon 8AM to 12PM,R,5,C,Golden Gate Ave  :  Laguna St  -  Webster St,6269000,10/10/2016 12:00:00 AM,Jordan,JBR,1,1,0.9635,1,0,1,1,1,0,1.7,0,0.6,1,1,1,1,1,1,1,43,0.982142857142857,0.8875,1,0.977272727272727,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,-122.4270168,37.78019303,,Regular
,43rd Ave -- Pacheco to Taraval,,2016-17,,Residential,Residential,"Mon 1st, 3rd 12PM to 2PM",L,4,F,43rd Ave  :  Rivera St  -  Santiago St,1964000,02/06/2017 12:00:00 AM,Jordan,JBR,1,1,0.979,1,1,1,1,1,0,0.1,0,0,0,,,,,,,2,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.5016694,37.74564495,,Regular
,43rd Ave -- Pacheco to Taraval,,2016-17,,Residential,Residential,"Mon 1st, 3rd 12PM to 2PM",L,4,F,43rd Ave  :  Rivera St  -  Santiago St,1964000,08/01/2016 12:00:00 AM,Jordan,JBR,1,1,0.9795,1,0,1,1,1,0,0.25,0,0.05,0,,,,,,,4,1,0.833333333333333,0.833333333333333,1,1,1,1,1,0,1,0,,,,,,,1,0,0,1,-122.5016694,37.74564495,,Regular
23,Chestnut: Fillmore - Divisadero,#23 Chestnut: Fillmore - Divisadero,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,2,A,Chestnut St  :  Fillmore St  -  Mallorca Way,3977000,01/13/2017 12:00:00 AM,Ladavid,JBR,1,1,0.95,0,1,1,1,1,0,0.305555555555556,0,0,6,1,1,1,1,1,0.875,19,0.966666666666667,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,-122.4362739,37.80081414,,Regular
,Silliman St -- Brussels to Bowdoin,,2016-17,,Residential,Residential,Fri 12PM to 5PM,L,9,D,Silliman St  :  Hamilton St  -  Bowdoin St,11879000,11/11/2016 12:00:00 AM,Jordan,JBR,1,1,0.954,1,1,1,1,1,0,0.3,0,0.2,0,,,,,,,25,0.862857142857143,0.971428571428572,0.971428571428572,1,1,1,1,1,0,1,0,,,,,,,0,1,1,1,-122.4110145,37.72968772,,Regular
79,Market 1: 3rd - 6th,#79 Market 1: 3rd - 6th,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  02nd St  -  Montgomery St,8743101,02/22/2017 12:00:00 AM,Ladavid,JBR,1.25,1.166666666666667,0.935,1,1,1,1,1,0,0.472222222222222,0,0,18,0.694444444444444,1,1,1,1,0.841269841269841,119,0.980987654320988,0.985,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,-122.4013755,37.78926432,,Regular
,28th Ave -- Quintara to Taraval,,2015-16,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",L,4,F,28th Ave  :  Quintara St  -  Rivera St,1592000,10/05/2015 12:00:00 AM,Melanie,JBR,1.2,1.2,0.983333333333333,0,1,1,1,1,0,0.733333333333333,0,0,0,,,,,,,60,0.685059422750424,0.830899830220713,0.752801358234295,1,1,1,1,1,0,1,1,,,,,,,0,0,0,1,-122.4857272,37.74821978,,Regular
43,24th Bart,#43 24th Bart,2015-16,Clean Corridor,Commercial,Public/Commercial,Thu 12PM to 5PM,L,9,D,24th St  :  Capp St  -  Lilac St,1344000,04/21/2016 12:00:00 AM,Melanie,JBR,2.35,2.05,0.93,0,1,1,0,1,4.05,6.25,5.5,1.25,7,0.666666666666667,1,1,1,1,1,13,0.7,0.933333333333333,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-122.4173578,37.75230598,,Regular
61,Valencia: 16th - 20th,#61 Valencia: 16th - 20th,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,9,D,Valencia St  :  17th St  -  Clarion Aly,13061000,08/12/2016 12:00:00 AM,Jordan,JBR,1,1.066666666666667,0.962866666666666,1,0,1,1,1,0,3.266666666666667,1.606666666666667,1.306666666666667,4,1,1,1,1,1,1,46,0.75030303030303,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4217315,37.76329977,,Regular
11,Clement A: Argruello - 5th Ave,#11 Clement A: Argruello - 5th Ave,2016-17,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,1,C,Clement St  :  Arguello Blvd  -  02nd Ave,4150000,07/26/2016 12:00:00 AM,Jordan,JBR,1,1.25,0.9625,0,1,1,1,1,0,2.5,3.25,0,0,,,,,,,8,0.666666666666667,1,1,1,1,1,1,1,0,0,1,,,,,,,0,1,1,1,-122.4589984,37.78318866,,Regular
,Farallones St -- San Jose to Orizaba,,2016-17,,Residential,Residential,"Wed 2nd, 4th  9AM to 11AM",L,11,E,Farallones St  :  Capitol Ave  -  Orizaba Ave,5408000,01/11/2017 12:00:00 AM,Ladavid,JBR,1.484126984126984,1.444444444444444,0.933333333333334,0,1,1,1,1,0,1.071428571428571,0.095238095238095,0,0,,,,,,,14,1,0.928571428571429,0.642857142857143,1,1,1,1,1,0,0,1,,,,,,,1,1,0,1,-122.4590354,37.7140553,,Regular
88,Judah: 42nd - 48th,#88 Judah: 42nd - 48th,2016-17,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,R,4,F,Judah St  :  42nd Ave  -  43rd Ave,7679000,10/05/2016 12:00:00 AM,Ladavid,JBR,1.083333333333333,1,0.964166666666667,1,0,1,1,1,0.5,7.25,0,0.333333333333333,3,1,1,1,1,1,1,20,1,0.75,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-122.5016396,37.76061395,,Regular
,Balboa St -- 21st to 26th Ave,,2015-16,,Residential,Residential,"Fri 1st, 3rd 9AM to 11AM",L,1,C,Balboa St  :  25th Ave  -  26th Ave,2670000,06/03/2016 12:00:00 AM,Jordan,JBR,1.5,1.2,0.97,0,1,1,1,1,0.1,1.3,1.1,0,3,1,1,1,1,1,1,29,0.883333333333333,1,0.741666666666667,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,-122.4844607,37.77630217,,Regular
,Missouri St -- Mariposa to 22nd St,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Missouri St  :  Mariposa St  -  18th St,9209000,12/08/2016 12:00:00 AM,Jordan,JBR,1,1,0.9775,1,1,1,1,1,0,1.49,0,0,0,,,,,,,45,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.3966445,37.76385062,,Regular
,Guttenberg St -- Mission to Hanover,,2016-17,,Residential,Residential,Wed 12PM to 5PM,L,11,E,Guttenberg St  :  Pretor Way  -  Hanover St,6595000,09/01/2016 12:00:00 AM,Jordan,JBR,1.0625,1.125,0.974375,1,1,1,1,1,0,0.75,0,0,0,,,,,,,0,,,,,1,1,1,1,0,1,1,,,,,,,,,,,-122.4430004,37.70993461,,Regular
,Lyon St -- Hayes to Turk,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,5,C,Lyon St  :  Grove St  -  Fulton St,8558000,12/19/2016 12:00:00 AM,Jordan,JBR,1,1,0.966,1,0,1,1,1,0,0.2,0,0.733333333333333,0,,,,,,,36,1,0.983333333333333,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4429454,37.77529553,,Regular
,Sacramento St -- Taylor to Polk,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,L,3,A,Sacramento St  :  Taylor St  -  Jones St,11240000,11/10/2016 12:00:00 AM,Jordan,JBR,1.264285714285714,1.185714285714286,0.961714285714286,1,1,1,1,1,0,2.057142857142857,0.228571428571429,0.35,0,,,,,,,43,0.976190476190476,1,1,1,1,1,1,1,0,0,0,,,,,,,1,1,1,1,-122.4126497,37.79255234,,Regular
,Holloway Ave -- Bright to Monticello,,2016-17,,Residential,Residential,"Wed 2nd, 4th 1PM to 3PM",R,11,E,Holloway Ave  :  Bright St  -  Head St,6975000,01/25/2017 12:00:00 AM,Jordan,JBR,1,1,0.973809523809524,1,0,1,1,1,0,0.714285714285714,0,0.119047619047619,0,,,,,,,2,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4635816,37.7216861,,Regular
,Silver Ave -- Mission Ave to Cambridge,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11901000,10/03/2016 12:00:00 AM,Jordan,JBR,1.027777777777778,1.011904761904762,0.967371031746032,0,1,1,1,1,0,0.481150793650794,0,0.119047619047619,2,1,1,1,1,1,1,50,0.958333333333333,1,0.946428571428572,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4241987,37.72873555,,Regular
65,Mission G: Foote to Lawrence,#65 Mission G: Foote to Lawrence,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  Foote Ave  -  Naglee Ave,9188000,11/05/2015 12:00:00 AM,Melanie,JBR,1.385714285714286,2.261904761904762,0.967619047619048,0,1,0,1,1,0.607142857142857,6.638095238095238,0.607142857142857,0.438095238095238,2,0.5,1,0.5,1,1,1,26,0.356666666666667,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,-122.4447433,37.71262222,,Regular
99,Fillmore E: Geary - Eddy,#99 Fillmore E: Geary - Eddy,2015-16,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Fillmore St  -  Steiner St,5072000,08/13/2015 12:00:00 AM,Melanie,JBR,1.5625,1.166666666666667,0.934583333333333,1,1,1,1,1,0,0.5625,0,0,8,1,1,1,1,1,1,32,0.9375,1,0.964285714285714,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.432329,37.78142837,,Regular
,38th Ave -- Clement to Cabrillo,,2015-16,,Residential,Residential,"Wed 1st, 3rd 11AM to 1PM",R,1,C,38th Ave  :  Balboa St  -  Cabrillo St,1849000,07/15/2015 12:00:00 AM,Saul,JBR,1.966666666666667,2.3,0.917,1,1,1,1,1,0,0.633333333333333,0,0.033333333333333,0,,,,,,,32,0.6,1,0.82051282051282,0.984615384615385,1,0,1,1,0,1,0,,,,,,,0,1,0,1,-122.4983856,37.7756667,,Regular
,Peru Ave -- Lisbon to Athens,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Peru Ave  :  Lisbon St  -  Madrid St,10376000,12/07/2015 12:00:00 AM,Melanie,JBR,1.7,1.2,0.967,1,0,1,1,1,0,0.7,0,0.3,0,,,,,,,22,0.824761904761905,0.866666666666667,0.853333333333333,1,1,1,1,1,0,1,0,,,,,,,0,0,0,1,-122.428903,37.72822171,,Regular
,10th Ave -- Lawton to Quintara,,2015-16,,Residential,Residential,"Tue 2nd, 4th 8AM to 10AM",R,7,F,10th Ave  :  Quintara St  -  Mendosa Ave,479000,01/26/2016 12:00:00 AM,Melanie,JBR,1,1,0.9772,1,0,1,1,1,0,0.88,0.1,0,0,,,,,,,41,0.972222222222222,1,0.923611111111111,1,1,1,1,1,0,0,1,,,,,,,1,1,1,1,-122.4663364,37.74907463,,Regular
,Santiago St -- 28th to 33rd,,2015-16,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,4,F,Santiago St  :  28th Ave  -  29th Ave,11619000,09/17/2015 12:00:00 AM,Melanie,JBR,1.3,1.2,0.977,1,1,1,1,1,0,1.2,0,0.1,0,,,,,,,24,0.872619047619048,0.702380952380952,0.958333333333333,1,1,1,1,1,0,1,0,,,,,,,0,0,1,1,-122.4854662,37.74449279,,Regular
,Guttenberg St -- Mission to Hanover,,2015-16,,Residential,Residential,Wed 12PM to 5PM,L,11,E,Guttenberg St  :  Pretor Way  -  Hanover St,6595000,09/03/2015 12:00:00 AM,Melanie,JBR,1,1.083333333333333,0.980833333333333,1,1,1,1,1,0,2.666666666666666,0,0.083333333333333,0,,,,,,,0,,,,,1,1,1,1,0,1,0,,,,,,,,,,,-122.4430004,37.70993461,,Regular
,Rivera St -- 19th to 22nd Ave,,2015-16,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",R,4,F,Rivera St  :  19th Ave  -  20th Ave,11054000,01/07/2016 12:00:00 AM,Melanie,JBR,1.666666666666667,1,0.97,1,1,1,1,1,0.166666666666667,4.5,0,0.666666666666667,0,,,,,,,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,1,1,1,1,-122.475902,37.74678204,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,04/15/2016 12:00:00 AM,Melanie,JBR,2.133333333333333,2.233333333333333,0.952666666666667,1,1,0,1,1,0.1,3.066666666666667,0.9,0.3,2,1,1,1,1,1,1,21,0.50952380952381,0.966666666666667,0.85,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,-122.4383294,37.72001553,,Regular
36,16th: Valencia - Folsom,#36 16th: Valencia - Folsom,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,9,D,16th St  :  Folsom St  -  Shotwell St,721000,02/16/2017 12:00:00 AM,Ladavid,JBR,1.211111111111111,1.111111111111111,0.95,0,1,1,1,1,0,1.111111111111111,1.133333333333333,0,5,1,1,1,1,1,0.75,39,0.942460317460318,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,-122.4153084,37.76531464,,Regular
24,Divisadero A: Haight - McAllister,#24 Divisadero A: Haight - McAllister,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,5,C,Divisadero St  :  Haight St  -  Page St,4799101,09/09/2016 12:00:00 AM,Jordan,JBR,1,1,0.963809523809524,1,0,1,1,1,0,6.904761904761905,0.952380952380952,0.571428571428571,4,1,1,0.75,1,1,1,51,0.912131519274376,0.96530612244898,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,-122.4370456,37.77126742,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,10/21/2016 12:00:00 AM,Ladavid,JBR,1.066666666666667,1.133333333333333,0.952666666666667,1,0,1,1,1,0.066666666666667,3.3,0,0.466666666666667,2,1,1,1,1,1,1,19,0.664761904761905,0.893333333333333,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,-122.4383294,37.72001553,,Regular
,24th Ave -- Traval to Wawona,,2016-17,,Residential,Residential,"Tues 1st, 3rd  8AM to 10AM",L,4,F,24th Ave  :  Vicente St  -  Wawona St,1312000,07/05/2016 12:00:00 AM,Jordan,JBR,1.066666666666667,1,0.98,0,0,1,1,1,0,1.333333333333333,0,0.066666666666667,0,,,,,,,54,1,0.922852474323062,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4807868,37.73908876,,Regular
12,Clement B: 5th - 10th Ave,#12 Clement B: 5th - 10th Ave,2016-17,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,1,C,Clement St  :  05th Ave  -  06th Ave,4154000,01/03/2017 12:00:00 AM,Ladavid,JBR,1.4,1,0.95,0,1,1,1,1,0,0.6,0.6,0,3,1,1,1,1,1,0.666666666666667,6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,-122.4633505,37.7829892,,Regular
93,Justin Herman Plaza around,#93 Justin Herman Plaza around,2015-16,Clean Corridor,Commercial,Public/Commercial,Fri 12PM to 5PM,L,3,A,Steuart St  :  Market St  -  Don Chee Way,12158001,09/25/2015 12:00:00 AM,Melanie,JBR,1.041666666666667,1.8125,0.965666666666667,1,1,0,1,1,0.191666666666667,3.104166666666667,0,0.125,5,1,1,1,1,1,1,56,0.811741363211951,1,0.976190476190476,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.3947476,37.79447972,,Regular
89,6th St: Market - Folsom,#89 6th St: Market - Folsom,2015-16,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,06th St  :  Market St  -  Stevenson St,326000,10/21/2015 12:00:00 AM,Melanie,JBR,1.277777777777778,1.722222222222222,0.946666666666667,0,0,1,1,1,0.222222222222222,4.944444444444445,3,0.5,0,,,,,,,25,0.828571428571428,0.821428571428571,1,1,1,1,1,0,0,0,0,,,,,,,0,0,1,1,-122.410292,37.78223058,,Regular
92,Drumm: Market - Washington,#92 Drumm: Market - Washington,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,3,A,Drumm St  :  Market St  -  California St,4969000,03/18/2016 12:00:00 AM,Melanie,JBR,1.5,2.083333333333333,0.955833333333333,1,1,1,1,1,0.083333333333333,5.833333333333334,0,0,2,1,1,1,1,1,1,18,0.488888888888889,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,-122.396302,37.79325635,,Regular
,Cabrillo St -- 27th to 32nd Ave,,2015-16,,Residential,Residential,"Thur 1st, 3rd 12PM to 2PM",R,1,C,Cabrillo St  :  27th Ave  -  28th Ave,3494000,02/18/2016 12:00:00 AM,Melanie,JBR,1.3,1.2,0.965,1,1,1,1,1,0,1.7,0,0.3,0,,,,,,,38,1,1,0.393888888888889,1,1,1,1,1,0,1,0,,,,,,,1,1,0,1,-122.4864686,37.77433877,,Regular
,Prague St -- Geneva to Pope,,2015-16,,Residential,Residential,Mon 8AM to 12PM,R,11,E,Prague St  :  Drake St  -  Curtis St,10737000,05/23/2016 12:00:00 AM,Melanie,JBR,1.166666666666667,1.21875,0.9671875,0,1,1,1,1,0,1.716666666666667,0,0,0,,,,,,,32,0.69047619047619,0.952380952380952,0.809523809523809,1,1,1,1,1,0,1,1,,,,,,,0,1,0,1,-122.4366877,37.71002343,,Regular
36,16th: Valencia - Folsom,#36 16th: Valencia - Folsom,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,9,D,16th St  :  Folsom St  -  Shotwell St,721000,10/13/2016 12:00:00 AM,Ladavid,JBR,1.37037037037037,1.285185185185185,0.93162962962963,1,1,1,1,0,0.037037037037037,4.481481481481482,0.185185185185185,0.72962962962963,4,1,1,0.666666666666667,1,1,1,39,0.875,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.4153084,37.76531464,,Regular
,Peru Ave -- Lisbon to Athens,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Peru Ave  :  Lisbon St  -  Madrid St,10376000,06/06/2016 12:00:00 AM,Jordan,JBR,1.2,1,0.969,1,0,1,1,1,0,0.4,0.1,0.5,0,,,,,,,21,0.752380952380952,0.866666666666667,0.7,1,1,1,1,1,0,0,0,,,,,,,0,0,0,1,-122.428903,37.72822171,,Regular
22,Irving A: 19th Ave - 25th Ave,#22 Irving A: 19th Ave - 25th Ave,2015-16,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,4,F,Irving St  :  19th Ave  -  20th Ave,7296000,10/30/2015 12:00:00 AM,Melanie,JBR,1.833333333333333,2.25,0.959166666666667,1,1,1,1,1,0.166666666666667,12.333333333333334,4.25,0.416666666666667,5,1,1,1,1,1,1,19,0.388888888888889,0.944444444444444,0.958333333333333,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4771741,37.7635595,,Regular
35,Irving B: 6th - Funston,#35 Irving B: 6th - Funston,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,5,C,09th Ave  :  Lincoln Way  -  Irving St,431000,10/06/2016 12:00:00 AM,Ladavid,JBR,1.222222222222222,1.074074074074074,0.959185185185185,0,0,1,1,1,0.037037037037037,2.255555555555555,0.037037037037037,0.340740740740741,12,1,1,1,1,1,1,77,0.986111111111111,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4664425,37.76592466,,Regular
79,Market 1: 3rd - 6th,#79 Market 1: 3rd - 6th,2015-16,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  02nd St  -  Montgomery St,8743101,06/15/2016 12:00:00 AM,Jordan,JBR,1,1.819444444444444,0.965833333333333,1,0,1,1,1,0,1.722222222222222,0,0,18,1,1,1,1,1,0.837301587301587,113,0.822623456790123,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,-122.4013755,37.78926432,,Regular
53,Potrero B: 20th - Cesar Chavez,#53 Potrero B: 20th - Cesar Chavez,2015-16,Clean Corridor,Commercial,Residential/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  23rd St  -  24th St,10671000,09/17/2015 12:00:00 AM,Melanie,JBR,2.166666666666667,2.333333333333334,0.912916666666667,1,1,1,0,1,0.5,5.75,2.125,0.833333333333333,3,1,1,1,1,1,1,16,0.69047619047619,0.952380952380952,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4064526,37.75427693,,Regular
,Guerrero St -- 21st to 26th St,,2015-16,,Residential,Residential,Thurs 12PM to 5pm,R,8,D,Guerrero St  :  21st St  -  22nd St,6583201,05/12/2016 12:00:00 AM,Melanie,JBR,1.604166666666667,1.729166666666667,0.962875,0,1,1,1,1,0.104166666666667,1.7375,0.0625,0.083333333333333,1,1,1,1,1,1,1,57,0.861855158730159,0.952628968253968,0.968253968253968,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4233306,37.75676878,,Regular
35,Irving B: 6th - Funston,#35 Irving B: 6th - Funston,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,5,C,09th Ave  :  Lincoln Way  -  Irving St,431000,02/02/2017 12:00:00 AM,Ladavid,JBR,1.340740740740741,1,0.951111111111111,0,0,1,1,1,0,0.155555555555556,0.303703703703704,0,12,1,0.9375,1,1,1,1,77,0.965277777777778,0.993055555555556,0.9125,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.4664425,37.76592466,,Regular
,Dolores St -- 27th St to San Jose Ave,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,L,8,D,Dolores St  :  Duncan St  -  28th St,4885101,11/17/2016 12:00:00 AM,Jordan,JBR,1,1,0.966428571428572,1,1,1,1,1,0,0.238095238095238,0,0,1,1,1,1,1,1,1,45,1,0.947619047619048,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4246028,37.7462414,,Regular
,26th St -- Hampshire to Harrison,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,L,9,D,26th St  :  Bryant St  -  Florida St,1512000,05/04/2017 12:00:00 AM,Jordan,JBR,1,1,0.96,0,0,1,1,1,0,1.1,0,0.166666666666667,0,,,,,,,15,0.888888888888889,1,1,1,1,1,1,1,0,1,0,,,,,,,0,1,1,1,-122.4088253,37.74960064,,Regular
,Baker St -- Green to Greenwich,,2015-16,,Residential,Residential,"Wed 12PM to 5PM, Thurs 8AM to 12PM",R,2,A,Baker St  :  Miley St  -  Greenwich St,2633000,02/08/2016 12:00:00 AM,Melanie,JBR,1.333333333333333,1,0.965,1,0,1,1,1,0,0.916666666666667,0,0,0,,,,,,,13,1,1,0.833333333333333,1,1,1,1,1,0,1,1,,,,,,,1,1,0,1,-122.4456919,37.79722495,,Regular
